GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,80363.8543,80363.85430,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGELT1,<1 year,,MLE,Male,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,99303.27924,99303.27924,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,99147.8522,99147.85220,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,95329.3005,95329.30050,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,92374.31044,92374.31044,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,36733.22304,36733.22304,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,99327.63948,99327.63948,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,98640.67864,98640.67864,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,98014.00065,98014.00065,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,96597.51079,96597.51079,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,80054.35015,80054.35015,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,58772.30832,58772.30832,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,98980.27452,98980.27452,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,98459.66017,98459.66017,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,87010.25186,87010.25186,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,72885.0195,72885.01950,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,99380.07097,99380.07097,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,99269.37208,99269.37208,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,95759.55928,95759.55928,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,91507.20291,91507.20291,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,99434.62548,99434.62548,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,99299.90819,99299.90819,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,98152.54448,98152.54448,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,96828.67342,96828.67342,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,64401.58859,64401.58859,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGELT1,<1 year,,FMLE,Female,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,98591.54431,98591.54431,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,97482.21821,97482.21821,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,87206.77606,87206.77606,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,74897.88491,74897.88491,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,98949.04719,98949.04719,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,98151.66703,98151.66703,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,87635.27646,87635.27646,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,74845.02388,74845.02388,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,99347.93523,99347.93523,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,99148.58993,99148.58993,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,95289.85744,95289.85744,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,91191.53588,91191.53588,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,99313.37521,99313.37521,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,98027.97106,98027.97106,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,96798.06184,96798.06184,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,69467.53123,69467.53123,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2010,2010,,AMR,Americas,,WB_HI,2010,2010,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,42369.34909,42369.34909,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,98480.02325,98480.02325,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,97323.26371,97323.26371,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,88456.06211,88456.06211,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2015,2015,,AMR,Americas,,WB_HI,2015,2015,High-income,,USA,United States of America,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,77876.03394,77876.03394,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,99299.8122,99299.81220,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,98987.52573,98987.52573,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,91703.55916,91703.55916,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,PUBLISHED,Published,,2019,2019,,AMR,Americas,,WB_HI,2019,2019,High-income,,USA,United States of America,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,83579.45375,83579.45375,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGELT1,<1 year,,MLE,Male,,,,,,,,99259.70797,99259.70797,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,494980.0439,494980.04390,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,473253.2116,473253.21160,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,451892.1212,451892.12120,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2000,2000,,AMR,Americas,,WB_HI,2000,2000,High-income,,USA,United States of America,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,143854.3504,143854.35040,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,396795.9135,396795.91350,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,486979.5383,486979.53830,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,PUBLISHED,Published,,2005,2005,,AMR,Americas,,WB_HI,2005,2005,High-income,,USA,United States of America,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,479124.3975,479124.39750,,,,,
