,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),Numeric
12683,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,31.10000
12684,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,39.10000
12685,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,39.50000
12686,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,39.80000
12687,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS05-19,5-19  years,BTSX,Both sexes,,,40.10000
12688,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,19.30000
12689,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,19.80000
12690,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,20.40000
12691,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,28.70000
12692,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,29.50000
12693,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,30.30000
12694,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,31.10000
12695,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,31.90000
12696,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,40.30000
12697,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,40.60000
12698,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,41.00000
12699,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS05-09,5-9 years of age,BTSX,Both sexes,,,41.30000
12700,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,18.60000
12701,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,19.10000
12702,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,19.50000
12703,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,27.50000
12704,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,28.30000
12705,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,29.00000
12706,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,29.80000
12707,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,30.60000
12708,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,38.60000
12709,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,38.90000
12710,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,39.20000
12711,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS10-19,10-19 years of age,BTSX,Both sexes,,,39.50000
12712,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,18.90000
12713,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,19.40000
12714,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,19.90000
12715,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,27.70000
12716,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,28.40000
12717,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,29.10000
12718,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,29.90000
12719,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,30.60000
12720,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,37.50000
12721,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,37.80000
12722,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,38.00000
12723,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS05-19,5-19  years,FMLE,Female,,,38.20000
12724,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,19.00000
12725,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,19.50000
12726,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,20.00000
12727,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,28.10000
12728,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,28.80000
12729,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,29.50000
12730,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,30.20000
12731,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,31.00000
12732,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,38.10000
12733,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,38.40000
12734,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,38.70000
12735,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS05-09,5-9 years of age,FMLE,Female,,,38.90000
12736,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,18.80000
12737,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,19.30000
12738,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,19.80000
12739,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,27.50000
12740,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,28.20000
12741,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,28.90000
12742,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,29.70000
12743,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,30.40000
12744,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,37.20000
12745,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,37.40000
12746,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,37.70000
12747,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS10-19,10-19 years of age,FMLE,Female,,,37.90000
12748,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,18.80000
12749,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,19.30000
12750,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,19.70000
12751,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,28.10000
12752,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,29.00000
12753,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,29.80000
12754,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,30.70000
12755,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,31.50000
12756,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,40.70000
12757,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,41.10000
12758,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2009,2009,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,41.50000
12759,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2010,2010,,USA,United States of America,YEARS05-19,5-19  years,MLE,Male,,,41.90000
12760,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1975,1975,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,19.70000
12761,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1976,1976,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,20.20000
12762,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,20.70000
12763,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,29.40000
12764,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1991,1991,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,30.20000
12765,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1992,1992,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,31.10000
12766,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,31.90000
12767,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1994,1994,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,32.80000
12768,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2007,2007,,USA,United States of America,YEARS05-09,5-9 years of age,MLE,Male,,,42.30000
