,GHO (CODE),GHO (DISPLAY),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),AGEGROUP (CODE),AGEGROUP (DISPLAY),SEX (CODE),SEX (DISPLAY),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY)
12031,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12032,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12033,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12034,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12035,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2008,2008,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12036,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12037,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12038,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12039,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12040,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12041,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12042,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12043,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12044,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12045,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2008,2008,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12046,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12047,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12048,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12049,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12050,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12051,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12052,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12053,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12054,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12055,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2008,2008,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12056,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12057,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12058,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12059,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12060,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12061,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12062,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12063,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12064,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12065,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12066,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12067,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12068,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12069,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12070,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12071,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12072,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12073,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12074,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12075,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12076,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12077,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12078,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1981,1981,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12079,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1983,1983,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12080,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12081,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1990,1990,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12082,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1997,1997,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12083,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1999,1999,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12084,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2006,2006,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12085,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2008,2008,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12086,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12087,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2015,2015,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12088,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1977,1977,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12089,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12090,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12091,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12092,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1993,1993,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12093,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,1995,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12094,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12095,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12096,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12097,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12098,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1977,1977,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12099,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12100,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12101,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12102,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1993,1993,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12103,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,1995,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12104,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12105,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12106,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12107,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12108,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1977,1977,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12109,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12110,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12111,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12112,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1993,1993,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12113,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1995,1995,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12114,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12115,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12116,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12117,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,MLE,Male,,
12118,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12119,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12120,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12121,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12122,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12123,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,1995,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12124,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12125,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2004,2004,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12126,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2011,2011,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12127,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2013,2013,,USA,United States of America,YEARS18-PLUS,18+  years,BTSX,Both sexes,,
12128,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1977,1977,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12129,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1979,1979,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12130,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1986,1986,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12131,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1988,1988,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12132,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1993,1993,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12133,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1995,1995,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
12134,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",2002,2002,,USA,United States of America,YEARS18-PLUS,18+  years,FMLE,Female,,
